make,model,year,mileage,color,state,date,price
Chevrolet,Accord,2011,86598,blue,CA,02:01.6,19335
Ford,Cruze,2014,89616,white,CA,02:01.6,15917
Chevrolet,Altima,2012,91286,black,FL,02:01.6,23734
Toyota,Cruze,2016,40834,blue,IL,02:01.6,36477
Chevrolet,Camry,2018,92897,black,IL,02:01.6,23119
Chevrolet,Fusion,2011,23290,silver,NY,02:01.6,13056
Chevrolet,Fusion,2011,16125,red,CA,02:01.6,10427
Chevrolet,Camry,2018,25035,blue,FL,02:01.6,22205
Honda,Cruze,2015,46781,silver,CA,02:01.6,10972
Ford,Cruze,2012,12602,black,IL,02:01.6,23578
Chevrolet,Accord,2016,49073,red,TX,02:01.6,38391
Ford,Accord,2018,91185,white,NY,02:01.6,18381
Ford,Camry,2015,87489,black,FL,02:01.6,38995
Nissan,Altima,2010,76542,black,IL,02:01.6,14973
Nissan,Camry,2014,60612,silver,CA,02:01.6,27264
Nissan,Accord,2014,97158,black,FL,02:01.6,13682
Honda,Fusion,2010,37641,blue,FL,02:01.6,31169
Nissan,Cruze,2011,74085,silver,IL,02:01.6,39711
Nissan,Accord,2010,50864,white,TX,02:01.6,18864
Toyota,Camry,2014,25844,red,IL,02:01.6,49871
Honda,Cruze,2016,85494,black,FL,02:01.6,16471
Toyota,Fusion,2012,74178,black,NY,02:01.6,38086
Toyota,Altima,2018,62119,blue,NY,02:01.6,42575
Toyota,Fusion,2011,46281,red,IL,02:01.6,45522
Ford,Altima,2015,89447,silver,CA,02:01.6,22548
Honda,Fusion,2017,36557,blue,FL,02:01.6,26337
Ford,Accord,2011,97633,red,FL,02:01.6,44212
Nissan,Fusion,2011,57775,white,IL,02:01.6,44160
Chevrolet,Fusion,2015,24480,white,CA,02:01.6,20593
Toyota,Camry,2010,72701,black,TX,02:01.6,44661
Ford,Camry,2015,55383,red,TX,02:01.6,32032
Nissan,Fusion,2012,31459,black,NY,02:01.6,32163
Toyota,Cruze,2015,70406,black,FL,02:01.6,25666
Chevrolet,Fusion,2012,33123,blue,IL,02:01.6,12328
Nissan,Altima,2016,25501,black,NY,02:01.6,37535
Nissan,Camry,2016,46099,blue,IL,02:01.6,11584
Toyota,Camry,2012,73749,red,TX,02:01.6,32558
Chevrolet,Cruze,2012,13488,silver,TX,02:01.6,44090
Honda,Accord,2018,24083,white,IL,02:01.6,12852
Honda,Accord,2011,95431,silver,IL,02:01.6,44328
Ford,Fusion,2018,16860,red,NY,02:01.6,45236
Honda,Altima,2010,52992,red,FL,02:01.6,24049
Nissan,Altima,2011,29201,silver,NY,02:01.6,15559
Honda,Cruze,2014,30864,black,NY,02:01.6,48873
Toyota,Cruze,2012,91205,blue,IL,02:01.6,40255
Nissan,Accord,2012,18448,blue,TX,02:01.6,31651
Chevrolet,Cruze,2011,39503,silver,IL,02:01.6,21989
Chevrolet,Camry,2017,32078,white,FL,02:01.6,22534
Toyota,Accord,2010,63073,black,IL,02:01.6,36722
Ford,Fusion,2011,47124,black,TX,02:01.6,30257
Honda,Fusion,2018,90218,white,FL,02:01.6,29560
Chevrolet,Camry,2011,31723,red,CA,02:01.6,25427
Ford,Camry,2010,13299,silver,IL,02:01.6,28940
Chevrolet,Fusion,2017,61942,white,FL,02:01.6,25671
Honda,Camry,2012,23167,blue,CA,02:01.6,18170
Ford,Camry,2014,40278,silver,CA,02:01.6,12861
Toyota,Camry,2017,15878,black,CA,02:01.6,33520
Ford,Cruze,2011,72867,white,NY,02:01.6,17234
Nissan,Fusion,2015,78246,blue,NY,02:01.6,27626
Chevrolet,Cruze,2010,20774,white,FL,02:01.6,10312
Ford,Altima,2011,91306,silver,NY,02:01.6,37530
Chevrolet,Camry,2014,32167,blue,TX,02:01.6,27336
Chevrolet,Cruze,2010,77114,silver,TX,02:01.6,41600
Ford,Altima,2015,87473,silver,FL,02:01.6,11379
Nissan,Camry,2016,74079,red,FL,02:01.6,25169
Honda,Fusion,2015,50841,silver,NY,02:01.6,14419
Chevrolet,Fusion,2010,58245,blue,CA,02:01.6,33985
Ford,Accord,2017,62502,black,FL,02:01.6,37333
Nissan,Altima,2010,92108,red,NY,02:01.6,13831
Chevrolet,Accord,2011,93272,black,IL,02:01.6,12002
Chevrolet,Camry,2018,78890,red,NY,02:01.6,48430
Nissan,Altima,2017,68580,blue,FL,02:01.6,49781
Chevrolet,Accord,2016,51501,blue,IL,02:01.6,10243
Toyota,Altima,2014,24884,silver,FL,02:01.6,28748
Nissan,Fusion,2011,79625,silver,FL,02:01.6,47280
Ford,Fusion,2011,39573,blue,IL,02:01.6,13265
Nissan,Altima,2018,24635,white,CA,02:01.6,15163
Chevrolet,Camry,2015,36888,red,CA,02:01.6,16802
Nissan,Camry,2010,94789,silver,CA,02:01.6,10672
Ford,Accord,2010,42228,black,CA,02:01.6,35497
Ford,Accord,2015,57307,silver,FL,02:01.6,22564
Toyota,Camry,2014,99124,black,IL,02:01.6,16344
Honda,Altima,2015,32834,white,TX,02:01.6,17855
Honda,Cruze,2011,96442,silver,CA,02:01.6,46996
Toyota,Accord,2011,58468,silver,CA,02:01.6,14328
Chevrolet,Accord,2012,19202,black,TX,02:01.6,26727
Chevrolet,Altima,2014,44170,red,NY,02:01.6,24502
Honda,Altima,2017,69823,white,CA,02:01.6,14480
Nissan,Camry,2011,54811,black,TX,02:01.6,10188
Chevrolet,Altima,2012,48614,blue,NY,02:01.6,20475
Honda,Altima,2018,51026,white,FL,02:01.6,29581
Honda,Camry,2018,60743,blue,TX,02:01.6,40380
Honda,Accord,2018,13677,red,IL,02:01.6,29954
Ford,Camry,2010,57651,black,CA,02:01.6,32950
Toyota,Altima,2013,30306,black,CA,02:01.6,36530
Chevrolet,Camry,2014,91723,red,FL,02:01.6,48533
Ford,Fusion,2016,89481,white,IL,02:01.6,18592
Chevrolet,Altima,2011,33225,black,FL,02:01.6,19572
Toyota,Cruze,2017,84102,black,FL,02:01.6,35908
Nissan,Camry,2010,71827,white,NY,02:01.6,23000
Chevrolet,Accord,2011,23828,blue,TX,02:01.6,17561
Ford,Cruze,2011,72653,white,TX,02:01.6,41021
Toyota,Fusion,2011,96214,red,FL,02:01.6,20773
Honda,Fusion,2013,25360,blue,IL,02:01.6,38818
Toyota,Accord,2010,27932,black,NY,02:01.6,16432
Honda,Fusion,2018,16069,silver,CA,02:01.6,24439
Honda,Cruze,2017,89704,red,TX,02:01.6,40498
Toyota,Cruze,2013,42757,white,TX,02:01.6,38837
Honda,Fusion,2010,56055,black,TX,02:01.6,49053
Chevrolet,Cruze,2011,91582,silver,CA,02:01.6,47689
Ford,Cruze,2010,67858,red,TX,02:01.6,13810
Chevrolet,Fusion,2018,48959,black,IL,02:01.6,22883
Chevrolet,Altima,2017,58324,white,IL,02:01.6,26135
Ford,Camry,2013,20731,silver,IL,02:01.6,49875
Toyota,Fusion,2012,13339,blue,CA,02:01.6,31772
Honda,Accord,2011,42618,silver,NY,02:01.6,15403
Nissan,Altima,2016,27900,blue,CA,02:01.6,13882
Nissan,Accord,2014,63271,red,CA,02:01.6,20427
Nissan,Cruze,2011,65150,black,TX,02:01.6,42105
Nissan,Altima,2017,42174,blue,CA,02:01.6,30961
Honda,Accord,2017,18722,silver,TX,02:01.6,45798
Honda,Accord,2010,37366,blue,NY,02:01.6,31932
Nissan,Cruze,2015,55094,black,IL,02:01.6,41268
Ford,Camry,2010,12159,red,TX,02:01.6,36923
Ford,Cruze,2014,99672,black,FL,02:01.6,27771
Chevrolet,Fusion,2015,49809,blue,CA,02:01.6,43731
Toyota,Cruze,2017,91115,silver,IL,02:01.6,38568
Chevrolet,Accord,2015,13250,black,IL,02:01.6,28707
Honda,Fusion,2013,42349,black,IL,02:01.6,17475
Toyota,Camry,2013,11254,blue,CA,02:01.6,38759
Toyota,Fusion,2013,52368,silver,FL,02:01.6,37960
Toyota,Camry,2014,19779,blue,CA,02:01.6,10039
Toyota,Altima,2018,19715,blue,NY,02:01.6,36399
Chevrolet,Accord,2011,21653,blue,IL,02:01.6,24181
Chevrolet,Cruze,2011,19845,silver,NY,02:01.6,31425
Toyota,Fusion,2017,55039,black,NY,02:01.6,21604
Toyota,Camry,2013,97328,blue,NY,02:01.6,27098
Chevrolet,Fusion,2014,13850,silver,TX,02:01.6,28979
Toyota,Cruze,2010,31949,silver,FL,02:01.6,46335
Nissan,Altima,2010,14718,red,NY,02:01.6,40949
Chevrolet,Accord,2015,51768,black,IL,02:01.6,49464
Chevrolet,Accord,2011,60630,blue,CA,02:01.6,18043
Toyota,Accord,2018,92122,blue,NY,02:01.6,33949
Nissan,Accord,2010,52060,black,IL,02:01.6,12262
Chevrolet,Fusion,2018,96576,white,TX,02:01.6,22367
Nissan,Accord,2010,23354,black,TX,02:01.6,34836
Honda,Accord,2013,35840,silver,IL,02:01.6,44838
Ford,Fusion,2012,50011,black,TX,02:01.6,37071
Toyota,Altima,2018,44032,red,NY,02:01.6,22669
Nissan,Altima,2015,71480,red,CA,02:01.6,19878
Toyota,Fusion,2010,50375,silver,TX,02:01.6,13699
Chevrolet,Camry,2010,35552,silver,TX,02:01.6,33378
Nissan,Accord,2017,62439,white,CA,02:01.6,19660
Chevrolet,Accord,2017,75565,red,TX,02:01.6,30933
Ford,Accord,2012,72705,silver,CA,02:01.6,27587
Toyota,Fusion,2011,56794,blue,NY,02:01.6,15995
Ford,Accord,2016,92247,white,NY,02:01.6,38301
Honda,Fusion,2016,59068,red,NY,02:01.6,14314
Honda,Accord,2018,76692,red,IL,02:01.6,24581
Nissan,Altima,2018,32730,blue,IL,02:01.6,35839
Nissan,Altima,2011,34825,white,TX,02:01.6,23254
Ford,Camry,2012,60679,red,IL,02:01.6,39285
Toyota,Cruze,2011,87526,silver,FL,02:01.6,12541
Chevrolet,Camry,2012,78562,white,NY,02:01.6,15896
Chevrolet,Cruze,2018,85808,blue,FL,02:01.6,25127
Ford,Accord,2012,39083,silver,IL,02:01.6,19270
Ford,Cruze,2013,65602,blue,IL,02:01.6,29797
Ford,Camry,2012,10603,white,NY,02:01.6,43674
Chevrolet,Altima,2015,55710,red,IL,02:01.6,40666
Toyota,Camry,2015,31509,white,TX,02:01.6,45668
Ford,Altima,2010,10284,silver,TX,02:01.6,35653
Honda,Accord,2017,71930,white,CA,02:01.6,37752
Chevrolet,Camry,2013,14489,silver,TX,02:01.6,27512
Ford,Camry,2014,60472,blue,NY,02:01.6,23797
Nissan,Camry,2016,49003,white,CA,02:01.6,40439
Nissan,Cruze,2013,58468,black,FL,02:01.6,17700
Honda,Accord,2010,49497,black,IL,02:01.6,14358
Nissan,Cruze,2013,69549,blue,CA,02:01.6,49278
Ford,Accord,2011,55080,blue,TX,02:01.6,18482
Honda,Cruze,2017,22650,red,CA,02:01.6,21426
Chevrolet,Fusion,2016,59786,red,FL,02:01.6,22012
Chevrolet,Accord,2010,24517,silver,IL,02:01.6,42874
Toyota,Camry,2012,93536,black,NY,02:01.6,34668
Chevrolet,Camry,2018,33094,red,NY,02:01.6,19870
Chevrolet,Accord,2015,34463,silver,TX,02:01.6,14014
Nissan,Cruze,2012,20543,silver,TX,02:01.6,41558
Toyota,Cruze,2018,43040,blue,CA,02:01.6,15424
Nissan,Altima,2017,12636,blue,NY,02:01.6,20570
Toyota,Cruze,2017,44337,black,TX,02:01.6,19280
Nissan,Camry,2012,40801,black,NY,02:01.6,47770
Nissan,Cruze,2012,58496,red,IL,02:01.6,31589
Honda,Cruze,2012,33296,black,FL,02:01.6,17167
Toyota,Camry,2012,65415,red,NY,02:01.6,39905
Ford,Fusion,2017,15177,red,TX,02:01.6,12947
Chevrolet,Accord,2011,14481,red,FL,02:01.6,49998
Ford,Cruze,2016,18833,blue,TX,02:01.6,19160
Ford,Camry,2010,47454,blue,TX,02:01.6,21131
Honda,Camry,2011,92036,black,NY,02:01.6,48213
Nissan,Accord,2011,92817,blue,CA,02:01.6,43178
Nissan,Camry,2011,40408,silver,NY,02:01.6,11022
Ford,Altima,2014,85896,red,FL,02:01.6,33091
Toyota,Altima,2018,92711,red,TX,02:01.6,15887
Nissan,Camry,2011,94750,black,IL,02:01.6,11168
Nissan,Cruze,2011,84321,red,FL,02:01.6,25574
Honda,Camry,2018,99367,blue,FL,02:01.6,11520
Toyota,Altima,2011,94147,red,NY,02:01.6,29682
Ford,Fusion,2011,51299,white,IL,02:01.6,27363
Chevrolet,Cruze,2012,70135,red,CA,02:01.6,21949
Toyota,Cruze,2015,55104,blue,TX,02:01.6,28912
Ford,Altima,2017,33161,white,CA,02:01.6,21365
Nissan,Accord,2018,27116,silver,IL,02:01.6,21468
Ford,Cruze,2018,69843,blue,TX,02:01.6,24188
Nissan,Accord,2018,67273,blue,IL,02:01.6,28814
Toyota,Camry,2010,13941,silver,CA,02:01.6,18722
Honda,Camry,2010,49124,red,CA,02:01.6,35758
Nissan,Cruze,2013,44792,white,CA,02:01.6,32496
Honda,Camry,2016,77970,red,TX,02:01.6,13406
Nissan,Accord,2013,91399,silver,TX,02:01.6,45893
Honda,Camry,2017,43095,silver,CA,02:01.6,45353
Chevrolet,Camry,2011,86851,black,FL,02:01.6,14660
Honda,Accord,2018,30430,black,NY,02:01.6,45372
Ford,Altima,2013,99359,white,CA,02:01.6,28183
Chevrolet,Accord,2010,55674,white,IL,02:01.6,19455
Chevrolet,Altima,2015,62638,red,NY,02:01.6,46267
Chevrolet,Camry,2010,64763,white,IL,02:01.6,43757
Ford,Accord,2017,85118,silver,IL,02:01.6,34569
Toyota,Camry,2010,30378,silver,TX,02:01.6,46952
Ford,Fusion,2012,27905,black,TX,02:01.6,43169
Honda,Cruze,2012,15306,white,TX,02:01.6,32734
Nissan,Cruze,2017,52959,white,FL,02:01.6,36238
Toyota,Altima,2013,34269,black,CA,02:01.6,14146
Chevrolet,Fusion,2010,15787,blue,IL,02:01.6,21754
Nissan,Fusion,2012,67229,black,IL,02:01.6,40220
Toyota,Camry,2010,45377,blue,IL,02:01.6,47370
Toyota,Fusion,2014,25925,red,FL,02:01.6,49763
Nissan,Altima,2012,37108,red,CA,02:01.6,11046
Chevrolet,Altima,2017,89329,silver,NY,02:01.6,16770
Chevrolet,Altima,2018,79387,red,IL,02:01.6,17762
Toyota,Cruze,2010,51063,blue,TX,02:01.6,45388
Toyota,Fusion,2011,89139,red,IL,02:01.6,35765
Toyota,Fusion,2017,77362,white,CA,02:01.6,47268
Ford,Fusion,2018,71010,blue,TX,02:01.6,49401
Ford,Cruze,2016,34172,red,IL,02:01.6,46266
Ford,Altima,2010,72079,silver,FL,02:01.6,10539
Honda,Altima,2016,14572,black,TX,02:01.6,29932
Toyota,Camry,2010,69884,red,NY,02:01.6,47735
Chevrolet,Accord,2018,55787,silver,NY,02:01.6,12249
Toyota,Accord,2011,16646,blue,FL,02:01.6,10439
Toyota,Fusion,2014,54387,silver,CA,02:01.6,39628
Chevrolet,Accord,2017,86700,white,IL,02:01.6,46310
Ford,Altima,2013,50918,white,FL,02:01.6,13274
Toyota,Camry,2014,44743,silver,FL,02:01.6,35663
Nissan,Altima,2016,76351,black,IL,02:01.6,14690
Nissan,Fusion,2010,44589,red,TX,02:01.6,40205
Toyota,Cruze,2018,98225,blue,NY,02:01.6,48224
Chevrolet,Altima,2010,51939,silver,FL,02:01.6,43023
Honda,Cruze,2014,84920,blue,CA,02:01.6,14548
Toyota,Altima,2018,89119,black,CA,02:01.6,30225
Chevrolet,Cruze,2013,30849,black,CA,02:01.6,17482
Chevrolet,Accord,2018,61324,white,TX,02:01.6,47640
Toyota,Accord,2017,69402,blue,TX,02:01.6,43998
Ford,Cruze,2010,49268,blue,NY,02:01.6,15274
Toyota,Fusion,2010,47494,blue,FL,02:01.6,18680
Chevrolet,Camry,2016,31139,black,CA,02:01.6,12166
Nissan,Altima,2018,11522,blue,TX,02:01.6,19083
Nissan,Fusion,2010,79097,red,TX,02:01.6,36667
Toyota,Altima,2013,38723,red,TX,02:01.6,39412
Toyota,Accord,2016,37974,blue,FL,02:01.6,31357
Chevrolet,Altima,2017,31998,white,FL,02:01.6,24529
Nissan,Altima,2016,57621,black,IL,02:01.6,16871
Honda,Cruze,2015,93098,red,FL,02:01.6,11894
Honda,Camry,2013,90392,silver,CA,02:01.6,28391
Honda,Cruze,2016,54801,silver,FL,02:01.6,17990
Nissan,Accord,2014,67663,silver,FL,02:01.6,25891
Honda,Accord,2010,16598,silver,TX,02:01.6,48900
Nissan,Fusion,2014,89764,black,IL,02:01.6,43031
Ford,Altima,2014,15804,silver,NY,02:01.6,48082
Toyota,Camry,2018,82612,white,NY,02:01.6,43827
Ford,Cruze,2011,67456,silver,IL,02:01.6,23716
Honda,Camry,2011,20205,red,FL,02:01.6,25546
Chevrolet,Accord,2013,75756,blue,IL,02:01.6,17613
Toyota,Accord,2010,32856,white,TX,02:01.6,27073
Nissan,Camry,2015,30860,blue,NY,02:01.6,20084
Nissan,Camry,2012,28559,silver,IL,02:01.6,28207
Nissan,Fusion,2010,72041,black,CA,02:01.6,29198
Chevrolet,Fusion,2012,53227,white,TX,02:01.6,46923
Chevrolet,Cruze,2010,24728,red,CA,02:01.6,25142
Toyota,Camry,2013,39088,silver,FL,02:01.6,20071
Honda,Fusion,2011,63467,red,TX,02:01.6,41502
Honda,Fusion,2017,82367,black,NY,02:01.6,27958
Honda,Accord,2014,38851,blue,CA,02:01.6,10247
Ford,Accord,2011,84988,silver,IL,02:01.6,19130
Chevrolet,Altima,2010,60958,red,TX,02:01.6,46759
Honda,Altima,2017,51565,black,FL,02:01.6,27113
Chevrolet,Accord,2016,42425,blue,FL,02:01.6,48936
Honda,Accord,2013,75311,white,NY,02:01.6,28296
Ford,Cruze,2012,59443,silver,FL,02:01.6,42159
Toyota,Altima,2014,62073,blue,CA,02:01.6,19027
Ford,Altima,2018,44878,black,IL,02:01.6,47356
Nissan,Fusion,2015,88007,white,TX,02:01.6,21480
Ford,Fusion,2012,78092,blue,IL,02:01.6,22058
Ford,Accord,2018,20835,white,IL,02:01.6,25712
Toyota,Fusion,2010,84786,black,NY,02:01.6,40159
Nissan,Altima,2018,98391,white,CA,02:01.6,22681
Ford,Fusion,2012,30177,black,IL,02:01.6,15581
Toyota,Cruze,2017,22225,white,CA,02:01.6,30949
Ford,Camry,2017,56198,black,NY,02:01.6,29246
Toyota,Fusion,2013,46763,blue,NY,02:01.6,43572
Honda,Cruze,2017,87423,silver,NY,02:01.6,47348
Ford,Altima,2018,86239,blue,FL,02:01.6,22701
Honda,Camry,2015,49429,white,CA,02:01.6,16017
Toyota,Altima,2010,64316,silver,CA,02:01.6,45297
Toyota,Fusion,2014,34917,black,FL,02:01.6,40133
Nissan,Altima,2017,25716,red,TX,02:01.6,10091
Ford,Altima,2012,43003,white,TX,02:01.6,20362
Chevrolet,Camry,2014,74050,white,NY,02:01.6,11975
Nissan,Altima,2015,91085,white,NY,02:01.6,21525
Nissan,Fusion,2016,63552,white,CA,02:01.6,29068
Chevrolet,Camry,2012,48518,red,NY,02:01.6,39646
Nissan,Fusion,2010,66163,white,IL,02:01.6,36421
Chevrolet,Altima,2014,93341,blue,NY,02:01.6,15979
Chevrolet,Cruze,2018,36590,white,CA,02:01.6,45805
Ford,Cruze,2012,69318,blue,CA,02:01.6,12866
Toyota,Fusion,2016,82377,silver,TX,02:01.6,44532
Toyota,Cruze,2014,50685,white,TX,02:01.6,14998
Ford,Camry,2018,34074,silver,NY,02:01.6,34333
Ford,Cruze,2016,99321,silver,NY,02:01.6,37274
Chevrolet,Fusion,2010,89745,silver,NY,02:01.6,24371
Chevrolet,Altima,2013,25091,red,NY,02:01.6,13960
Chevrolet,Cruze,2018,75198,white,FL,02:01.6,17882
Honda,Altima,2015,87021,red,IL,02:01.6,49424
Ford,Accord,2015,31907,red,FL,02:01.6,28292
Nissan,Camry,2011,42937,silver,NY,02:01.6,24725
Chevrolet,Cruze,2012,57851,red,NY,02:01.6,12957
Nissan,Altima,2011,89965,silver,CA,02:01.6,10776
Chevrolet,Cruze,2010,54916,red,FL,02:01.6,19781
Chevrolet,Fusion,2014,99354,red,CA,02:01.6,22193
Nissan,Cruze,2014,81102,red,IL,02:01.6,29753
Nissan,Altima,2016,74116,white,IL,02:01.6,36768
Nissan,Cruze,2013,46244,white,FL,02:01.6,26595
Ford,Camry,2018,26945,black,FL,02:01.6,19806
Ford,Cruze,2012,64858,red,FL,02:01.6,24230
Ford,Camry,2016,97387,black,IL,02:01.6,28156
Toyota,Accord,2011,99783,silver,IL,02:01.6,34589
Ford,Fusion,2017,53608,black,NY,02:01.6,21924
Nissan,Cruze,2018,38769,white,FL,02:01.6,36374
Nissan,Altima,2016,71109,blue,TX,02:01.6,27649
Ford,Cruze,2018,73930,blue,CA,02:01.6,37517
Honda,Fusion,2014,77555,silver,TX,02:01.6,15880
Honda,Altima,2018,38019,black,TX,02:01.6,16844
Nissan,Fusion,2014,83120,silver,CA,02:01.6,23611
Honda,Camry,2013,77144,silver,IL,02:01.6,37003
Chevrolet,Camry,2015,49539,silver,CA,02:01.6,20015
Ford,Fusion,2018,41441,silver,FL,02:01.6,26128
Nissan,Cruze,2011,94176,white,FL,02:01.6,26010
Ford,Accord,2017,65746,white,FL,02:01.6,49242
Nissan,Camry,2016,37740,black,FL,02:01.6,19351
Chevrolet,Camry,2012,85404,red,CA,02:01.6,28708
Honda,Fusion,2016,55635,silver,CA,02:01.6,15289
Toyota,Accord,2010,40888,silver,IL,02:01.6,33332
Toyota,Fusion,2017,33388,silver,FL,02:01.6,15359
Chevrolet,Cruze,2013,29013,silver,NY,02:01.6,24633
Ford,Accord,2013,77041,black,FL,02:01.6,18888
Chevrolet,Camry,2012,44400,white,TX,02:01.6,45962
Ford,Cruze,2010,84333,white,NY,02:01.6,15370
Chevrolet,Cruze,2017,75596,white,FL,02:01.6,29079
Nissan,Fusion,2015,25405,red,IL,02:01.6,35867
Honda,Camry,2015,43742,silver,TX,02:01.6,41587
Toyota,Accord,2013,80982,silver,IL,02:01.6,42502
Toyota,Camry,2010,34075,black,TX,02:01.6,38020
Honda,Camry,2011,55769,silver,CA,02:01.6,19553
Ford,Cruze,2011,40179,red,CA,02:01.6,28301
Toyota,Accord,2016,49318,silver,FL,02:01.6,40180
Chevrolet,Cruze,2013,97727,blue,CA,02:01.6,48795
Chevrolet,Accord,2016,77747,white,NY,02:01.6,39574
Chevrolet,Cruze,2014,88874,black,TX,02:01.6,18278
Honda,Accord,2012,52836,white,NY,02:01.6,30182
Chevrolet,Cruze,2015,29359,silver,CA,02:01.6,46739
Nissan,Cruze,2018,47336,black,TX,02:01.6,11769
Honda,Fusion,2011,68596,silver,FL,02:01.6,37208
Ford,Fusion,2014,96044,black,CA,02:01.6,13560
Chevrolet,Fusion,2011,28593,white,IL,02:01.6,27316
Ford,Cruze,2017,89454,silver,CA,02:01.6,21249
Nissan,Cruze,2012,14180,silver,TX,02:01.6,37178
Honda,Cruze,2014,33493,silver,NY,02:01.6,11921
Nissan,Accord,2017,49179,red,NY,02:01.6,26304
Chevrolet,Cruze,2017,32758,red,TX,02:01.6,26289
Toyota,Cruze,2010,76705,silver,IL,02:01.6,34530
Chevrolet,Fusion,2012,64367,silver,NY,02:01.6,15155
Nissan,Cruze,2018,49145,black,FL,02:01.6,38511
Honda,Altima,2010,83934,white,NY,02:01.6,46820
Honda,Accord,2015,40859,blue,NY,02:01.6,29372
Honda,Accord,2016,90679,silver,FL,02:01.6,21621
Ford,Camry,2016,58967,white,CA,02:01.6,33328
Nissan,Fusion,2013,50823,blue,TX,02:01.6,34125
Honda,Accord,2013,73801,silver,TX,02:01.6,43499
Honda,Accord,2017,54386,silver,TX,02:01.6,12271
Toyota,Fusion,2016,89606,black,FL,02:01.6,47875
Nissan,Altima,2014,51404,red,FL,02:01.6,29361
Nissan,Cruze,2014,68161,black,IL,02:01.6,18452
Chevrolet,Cruze,2018,60286,red,TX,02:01.6,30419
Chevrolet,Accord,2014,70149,silver,IL,02:01.6,46482
Chevrolet,Cruze,2015,43842,blue,IL,02:01.6,17690
Ford,Fusion,2014,70025,black,NY,02:01.6,33898
Honda,Accord,2013,76116,white,CA,02:01.6,44456
Ford,Fusion,2017,37822,black,TX,02:01.6,23085
Honda,Camry,2010,18030,white,FL,02:01.6,32184
Nissan,Accord,2018,16417,black,NY,02:01.6,38167
Toyota,Camry,2015,84171,white,FL,02:01.6,28173
Honda,Accord,2013,27268,silver,NY,02:01.6,29146
Toyota,Cruze,2015,65113,white,NY,02:01.6,14382
Ford,Accord,2010,95602,red,IL,02:01.6,14837
Nissan,Camry,2010,23681,black,CA,02:01.6,49199
Chevrolet,Accord,2018,86439,silver,NY,02:01.6,16140
Ford,Camry,2014,97246,red,TX,02:01.6,22553
Nissan,Accord,2012,21141,blue,IL,02:01.6,10372
Toyota,Camry,2017,81830,black,TX,02:01.6,25514
Toyota,Cruze,2018,37635,white,NY,02:01.6,29967
Toyota,Altima,2016,76606,black,NY,02:01.6,17055
Honda,Altima,2014,18563,silver,FL,02:01.6,16523
Chevrolet,Fusion,2013,62536,blue,IL,02:01.6,40359
Chevrolet,Cruze,2018,54648,white,TX,02:01.6,41086
Nissan,Cruze,2012,59585,white,CA,02:01.6,30097
Nissan,Cruze,2011,49648,blue,TX,02:01.6,19015
Nissan,Accord,2011,69376,red,CA,02:01.6,12797
Honda,Altima,2018,65777,red,TX,02:01.6,40998
Chevrolet,Cruze,2014,46647,red,NY,02:01.6,28525
Ford,Altima,2013,82369,silver,TX,02:01.6,10798
Chevrolet,Accord,2011,60134,silver,IL,02:01.6,36536
Honda,Cruze,2015,79325,silver,FL,02:01.6,37390
Chevrolet,Fusion,2015,67312,silver,TX,02:01.6,26247
Nissan,Cruze,2018,35323,white,TX,02:01.6,26984
Nissan,Camry,2012,44599,red,NY,02:01.6,24656
Chevrolet,Altima,2018,86710,blue,NY,02:01.6,13340
Nissan,Accord,2018,93865,black,CA,02:01.6,14663
Honda,Cruze,2017,19474,blue,NY,02:01.6,26400
Toyota,Accord,2013,60891,silver,NY,02:01.6,41957
Nissan,Cruze,2015,99258,white,FL,02:01.6,38084
Toyota,Cruze,2014,74379,red,FL,02:01.6,47467
Honda,Altima,2012,10838,white,FL,02:01.6,46879
Toyota,Accord,2012,54253,silver,TX,02:01.6,14085
Ford,Altima,2011,49827,blue,FL,02:01.6,49768
Chevrolet,Altima,2015,54401,silver,TX,02:01.6,37659
Ford,Accord,2010,92134,black,FL,02:01.6,48926
Nissan,Fusion,2012,31256,red,FL,02:01.6,28439
Toyota,Cruze,2014,38847,red,NY,02:01.6,49473
Ford,Cruze,2011,48131,silver,IL,02:01.6,30325
Honda,Cruze,2011,94907,white,CA,02:01.6,19088
Ford,Fusion,2011,67439,white,TX,02:01.6,25143
Chevrolet,Fusion,2017,95695,black,IL,02:01.6,21479
Nissan,Camry,2016,13925,black,IL,02:01.6,11789
Nissan,Cruze,2010,35211,blue,IL,02:01.6,24221
Honda,Camry,2017,42680,silver,FL,02:01.6,30367
Honda,Cruze,2012,61842,red,TX,02:01.6,33361
Toyota,Fusion,2018,86084,white,IL,02:01.6,35769
Toyota,Fusion,2013,49171,silver,IL,02:01.6,32389
Toyota,Camry,2011,63854,black,IL,02:01.6,25428
Nissan,Altima,2014,21291,silver,TX,02:01.6,30582
Nissan,Accord,2010,20771,black,NY,02:01.6,13804
Chevrolet,Cruze,2018,56361,black,TX,02:01.6,14539
Chevrolet,Camry,2018,18274,blue,FL,02:01.6,20199
Ford,Fusion,2016,41013,silver,CA,02:01.6,20559
Nissan,Camry,2012,57277,black,FL,02:01.6,44466
Nissan,Fusion,2010,62980,red,TX,02:01.6,39974
Nissan,Accord,2018,72736,white,NY,02:01.6,15758
